Timestamp,Chroma_1,Chroma_2,Chroma_3,Chroma_4,Chroma_5,Chroma_6,Chroma_7,Chroma_8,Chroma_9,Chroma_10,Chroma_11,Chroma_12,Chord
1.30031746,0.000859016,0.0,0.00436808,0.521995,0.0427867,0.0761773,0.00673739,0.0619546,0.0,0.98845,1.53419,0.0,N
1.346757369,0.00123276,0.0,0.0,0.459947,0.071532,0.0900557,0.0135848,0.522493,0.0,1.18711,1.34431,0.0,N
1.393197278,0.00684047,0.0,0.0,0.535183,0.108837,0.157363,0.0,1.40395,0.269486,0.495489,0.435365,0.184054,N
1.439637188,0.00770575,0.0,0.0,0.66516,0.0,0.0,0.105089,1.84133,0.0537523,0.400006,0.811541,0.207546,N
1.486077097,0.0103517,0.0,0.0,0.674316,0.0151087,0.0,0.0231441,1.25883,0.230229,0.655299,0.958441,0.145308,N
1.532517006,0.0124455,0.0,0.0,0.668576,0.141354,0.0,0.0120763,0.381565,0.26455,0.842005,0.712478,0.0611609,N
1.578956916,0.262371,0.0,0.0267184,0.567376,0.507139,0.0,0.0,0.144699,0.29672,0.964791,0.507378,0.0,N
1.625396825,0.731339,0.0,0.00138688,0.452741,0.661638,0.0,0.00892152,0.114378,0.234091,1.09408,0.197089,0.0,N
1.671836734,1.54411,0.0,0.0,0.179071,0.0,0.664388,0.0,0.077,0.107072,1.1652,0.0,0.0,N
1.718276643,1.69543,0.0,0.0,0.153983,0.0,0.0205468,0.0,0.0693754,0.0410753,1.17362,0.0188243,0.0,N
1.764716553,1.62124,0.0,0.0,0.036549,0.0486524,0.0,0.0,0.242279,0.0230139,1.05757,0.0344839,0.0,N
1.811156462,1.75058,0.0,0.0,0.0,0.228033,0.0,0.0,0.26043,0.0410066,0.649879,0.0222459,0.0,A:min
1.857596371,1.89447,0.0,0.0,0.0,0.381205,0.073095,0.0,0.196237,0.761957,0.235934,0.00111403,0.0,A:min
1.904036281,1.93673,0.0,0.0,0.0,0.498933,0.0,0.0,0.109705,0.930539,0.173797,0.0,0.0,A:min
1.95047619,1.93419,0.0,0.0,0.0,0.441816,0.0,0.0,0.109188,0.137348,0.360754,0.0,0.0,A:min
1.996916099,1.87821,0.0,0.0,0.0,0.288758,0.0,0.0,0.183619,0.0718357,0.195997,0.0,0.0,A:min
2.043356009,1.83651,0.0245076,0.0,0.0,0.091543,0.0,0.0,0.319045,0.0,0.0,0.0,0.0,A:min
2.089795918,1.78727,0.0327852,0.0,0.0,0.0,0.0,0.0,0.355351,0.0,0.0,0.00793626,0.0,A:min
2.136235827,1.80151,0.0321465,0.0,0.0,0.0,0.0,0.0,0.369007,0.0,0.0,0.0,0.0,A:min
2.182675736,1.79779,0.0194159,0.0,0.0,0.0,0.0,0.0067242,0.325119,0.0148613,0.0,0.0,0.0,A:min
2.229115646,1.69406,0.0,0.0,0.0,0.0,0.0,0.261054,0.204355,0.0112742,0.0,0.0,0.0,A:min
2.275555555,1.70016,0.0,0.0,0.0,0.0,0.0,0.21063,0.28671,0.00866647,0.0,0.0,0.0,A:min
2.321995464,1.63706,0.0288556,0.0,0.0,0.0714763,0.0,0.0249144,0.349413,0.0,0.0,0.0,0.0,A:min
2.368435374,1.64407,0.0806615,0.0,0.0,0.119256,0.0509198,0.0,0.330636,0.0,0.000275914,0.0,0.0,A:min
2.414875283,1.79096,0.0825458,0.0,0.0,0.164592,0.0,0.0236222,0.342905,0.0,0.0,0.0,0.0,A:min
2.461315192,1.34721,0.15391,0.0,0.0,0.130084,0.0,0.0646936,0.2502,0.0,0.0,0.0,0.0,A:min
2.507755102,1.1369,0.203309,0.0,0.0,0.0431632,0.0,0.0557997,0.169788,0.0,0.0562883,0.0,0.0,A:min
2.554195011,1.20771,0.183113,0.0,0.0,0.0,0.0,0.148922,0.128707,0.0,0.0690092,0.0,0.000581552,A:min
2.60063492,1.50334,0.107534,0.0,0.0,0.0,0.0,0.244226,0.105576,0.0,0.0603031,0.0,0.00112888,A:min
2.647074829,1.64099,0.0497227,0.0,0.0,0.0,0.0,0.203089,0.169625,0.0,0.0221467,0.0,0.0,A:min
2.693514739,1.76282,0.00471387,0.0,0.0,0.0923425,0.0,0.141127,0.183877,0.0,0.0,0.0311305,0.0,A:min
2.739954648,1.906,0.0,0.0,0.0,0.0757917,0.0,0.0714836,0.174652,0.0,0.0,0.045164,0.0,A:min
2.786394557,1.89898,0.0,0.0,0.0,0.0705261,0.0,0.0558181,0.227666,0.0,0.0,0.0474071,0.0,A:min
2.832834467,1.97302,0.0,0.0,0.0,0.181392,0.0,0.181594,0.198771,0.0,0.0,0.0263056,0.0,A:min
2.879274376,0.00843396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0958074,0.0225085,0.0,0.0,A:min
2.925714285,0.0103121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A:min
2.972154195,0.0108237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A:min
3.018594104,1.46541,0.0,0.0,0.0,0.467496,0.10934,0.42354,1.17401,0.892748,0.00524267,0.0,0.0,A:min
3.065034013,0.446914,0.0,0.0,0.128757,0.426192,0.225015,0.855667,0.936174,0.116693,1.28215,0.0956918,0.0423154,A:min
3.111473922,0.00706391,0.0,0.0,0.125179,0.0559199,0.0688146,0.697056,0.65497,0.0602695,1.85676,0.333818,0.0172585,A:min
3.157913832,0.00615866,0.0,0.105901,0.0534011,0.0305136,0.0639448,0.544219,0.339287,0.0281359,2.1423,0.347382,0.00388947,A:min
3.204353741,0.00560449,0.0,0.162733,0.0594924,0.0,0.0,0.215518,0.0261311,0.0200336,2.14269,0.408053,0.0,A:min
3.25079365,0.00486103,0.0,0.185997,0.0862103,0.0,0.0,0.130807,0.00483424,0.0,2.00528,0.438016,0.0,A:min
3.29723356,0.00508982,0.0,0.0,0.0701616,0.0919109,0.0,0.137901,0.00386609,0.0910966,1.78615,0.53052,0.0,A:min
3.343673469,0.00912336,0.0,0.0,0.0,0.11024,0.0450457,0.0851407,0.172342,0.0407903,1.51861,0.539026,0.0,A:min
3.390113378,1.72065,0.593629,0.316639,0.0,0.0791024,0.0,0.3076,0.706666,0.873144,0.0599664,0.540877,0.0,A:min
3.436553287,2.03546,0.589771,0.205977,0.0418202,0.195435,0.0,0.307724,0.895946,0.831352,0.0317845,0.0558511,0.0,A:min
3.482993197,2.12277,0.684266,0.30937,0.0,0.322222,0.0,0.267459,0.916353,0.940255,0.0,0.0,0.0,A:min
3.529433106,1.94161,0.785971,0.402866,0.0,0.36609,0.0,0.211869,1.02727,0.977821,0.0,0.0,0.0,A:min
3.575873015,1.78556,0.0,0.0,0.0,0.347008,0.16009,0.413064,1.01878,0.756853,0.300122,0.0,0.0,A:min
3.622312925,1.79185,0.0,0.0,0.0,0.378515,0.0564646,0.0,0.0387169,0.440562,0.588781,0.0,0.0,A:min
3.668752834,1.79941,0.0337306,0.0,0.0,0.381935,0.0291211,0.0,0.0261363,0.101922,0.491272,0.0,0.0,A:min
3.715192743,1.80094,0.0109144,0.0,0.0,0.394315,0.0192131,0.0,0.0232113,0.0831636,0.023865,0.0,0.0,A:min
3.761632653,1.89634,0.0,0.0,0.0,0.359578,0.000317054,0.0,0.0514355,0.11235,0.0252246,0.0,0.0,A:min
3.808072562,2.05974,0.0,0.0,0.0,0.27682,0.0,0.0,0.0690025,0.153798,0.0235897,0.0,0.0,A:min
3.854512471,2.10151,0.0,0.0,0.0,0.219856,0.0,0.0,0.0,0.14841,0.0,0.0,0.0,A:min
3.90095238,1.97013,0.0341524,0.0,0.0,0.161495,0.0,0.0,0.0668774,0.0870998,0.0,0.0,0.0,A:min
3.94739229,1.77923,0.0,0.0,0.0,0.526061,0.340034,0.628831,1.43311,0.394616,0.0878002,0.0,0.0,A:min
3.993832199,1.74043,0.0,0.0,0.0,0.189155,0.607551,0.555267,1.00288,0.999811,0.133878,0.0,0.0,A:min
4.040272108,1.72158,0.0,0.0,0.0,0.261522,0.96581,0.450456,0.543478,1.26278,0.15543,0.0,0.0,A:min
4.086712018,1.69971,0.0,0.0,0.0901092,0.248804,1.13179,0.284982,0.284542,1.26884,0.275522,0.0,0.000152053,A:min
4.133151927,1.74692,0.0,0.0,0.23433,0.168115,1.22385,0.127344,0.201851,1.05014,0.560355,0.0,0.00166997,A:min
4.179591836,1.69137,0.0,0.0,0.402291,0.104243,1.03707,0.0924161,0.21986,0.2966,1.02434,0.0,0.000326355,A:min
4.226031746,1.78097,0.127972,0.0,0.242777,0.0554758,0.228885,0.0,0.631882,0.129114,0.972819,0.00104258,0.229619,A:min
4.272471655,0.909024,0.396829,0.358718,0.0,0.132093,0.0,0.0429973,0.800464,0.860274,0.0,0.0,0.702904,A:min
4.318911564,1.38749,0.722004,0.430249,0.0,0.036201,0.0,0.0895825,0.782737,0.336074,0.0,0.00451736,0.498748,A:min
4.365351473,1.55538,0.756302,0.667822,0.0,0.0166529,0.0,0.411365,0.941108,0.213412,0.0,0.00665422,0.108577,A:min
4.411791383,1.48219,0.0635628,0.0,0.0,0.0,0.0,0.774109,1.19219,0.306181,0.0317392,0.00661649,0.000641966,A:min
4.458231292,1.59174,0.0277549,0.0,0.0,0.0,0.0300505,0.933817,1.04573,0.229089,0.017345,0.00728671,0.000413409,A:min
4.504671201,1.80511,0.672302,0.708989,0.0,0.0,0.0,1.13623,0.0,0.0314543,0.0,0.0102242,0.160947,A:min
4.551111111,1.77122,0.427107,0.602737,0.0,0.0,0.0,0.602869,0.0,0.136379,0.605924,0.0923807,0.169587,A:min
4.59755102,0.922236,0.334455,0.522335,0.126419,0.0,0.247947,0.0819987,0.0,0.0265891,0.867966,1.20784,0.0,A:min
4.643990929,0.0838485,0.0343238,0.0,0.0,0.0,0.361081,0.0169298,0.00913354,0.036234,0.535715,2.03282,0.0,A:min
4.690430839,0.00418358,0.0,0.0,0.0,0.0,0.300884,0.18782,0.0,0.0317982,0.255608,2.3228,0.0,A:min
4.736870748,0.000941093,0.0,0.0,0.0,0.0183397,0.0,0.363496,0.0,0.0142412,0.241954,2.2602,0.0,A:min
4.783310657,0.0,0.0,0.0,0.0401768,0.0763652,0.0,0.0324158,0.0,0.0801291,0.47139,2.13759,0.001698,A:min
4.829750566,0.0,0.0,0.085398,0.106729,0.0,0.145723,0.153399,0.45987,0.469927,0.669706,1.2659,0.01157,A:min
4.876190476,0.0,0.247993,0.772961,0.0777394,0.0,0.0,0.150615,1.92396,0.222503,0.335571,0.751707,0.00795611,A:min
4.922630385,0.303264,0.571084,0.727752,0.0193921,0.0,0.0,0.250447,2.6868,0.0,0.0,0.144778,0.00280762,A:min
4.969070294,0.406194,0.0,0.899236,0.0549924,0.0,0.0,0.22721,2.63561,0.0,0.0,0.0,0.0,A:min
5.015510204,0.431019,0.0,0.181859,0.0398855,0.0,0.0,0.216032,2.58721,0.0,0.0,0.0,0.0,A:min
5.061950113,0.262532,0.0,0.425883,0.0350475,0.0,0.0,0.319771,2.43713,0.0,0.0,0.0,0.0,A:min
5.108390022,0.0,0.0,0.380277,0.787358,0.046098,0.0,0.662226,2.13716,0.0,0.0,0.0192514,0.00126258,A:min
5.154829931,0.050409,0.607308,0.341513,1.09236,0.0570323,0.0,0.801093,0.952586,0.0,0.0,0.0251844,0.00318313,A:min
5.201269841,0.0,0.222783,0.600591,1.23856,0.0363982,0.0,0.711251,0.326471,0.744184,0.0,0.546588,0.0372278,A:min
5.24770975,0.0,0.0,0.787921,1.32591,0.0,0.0,0.0768923,0.971377,1.02691,0.0,0.525274,0.268942,A:min
5.294149659,0.0627338,0.0,0.819328,1.65417,0.0,0.0,0.0205794,1.19902,1.05787,0.0,0.0614806,0.0693884,C:maj
5.340589569,0.0,0.29768,0.0297438,2.46998,0.0,0.0800354,0.155989,0.941433,0.840676,0.440342,0.0487656,0.0,C:maj
5.387029478,0.0,0.549665,0.0,2.60361,0.0,0.167105,0.177211,0.536444,0.0538887,1.06027,0.0500133,0.0,C:maj
5.433469387,0.0,0.0605575,0.0,2.68687,0.0,0.0,0.0,0.594548,0.0,1.18389,0.0399243,0.0,C:maj
5.479909297,0.0,0.0,0.0715781,2.56311,0.0,0.0,0.0,0.794815,0.0235449,0.961952,0.107347,0.0,C:maj
5.526349206,0.0,0.0,0.0,2.55022,0.0261277,0.0,0.0,0.80219,0.016787,0.8087,0.0614592,0.0,C:maj
5.572789115,0.0,0.0,0.0,2.49881,0.149984,0.0,0.013933,0.718896,0.0627989,0.418638,0.0742339,0.0,C:maj
5.619229024,0.0,0.0,0.0,2.53785,0.15841,0.0,0.0,0.718623,0.0341266,0.222192,0.0819463,0.0,C:maj
5.665668934,0.0,0.0,0.0159698,2.60383,0.110373,0.0,0.0,0.553348,0.105214,0.105277,0.157365,0.0,C:maj
5.712108843,0.0163002,0.0,0.0,2.60661,0.0416199,0.0,0.114212,0.994954,0.552179,0.329066,0.0862133,0.0,C:maj
5.758548752,0.039673,0.0,0.0,2.44465,0.0912151,0.0,0.0471672,1.23148,1.0804,0.0920797,0.0798344,0.0,C:maj
5.804988662,0.0658268,0.0,0.0,2.27725,0.273187,0.0,0.0,0.927798,1.2772,0.0325421,0.0622252,0.00145361,C:maj
5.851428571,0.0,0.0,0.0,2.26638,0.0627168,0.802571,0.0376889,0.600812,1.28333,0.106883,0.048538,0.0123283,C:maj
5.89786848,3.49798e-05,0.0,0.0,2.32931,0.00958411,0.925403,0.0412939,0.452842,1.17575,0.298787,0.0468493,0.0054991,C:maj
5.94430839,0.000453619,0.0,0.0,2.75832,0.0,0.677913,0.0190697,0.499284,0.880344,0.705543,0.0453889,0.0,C:maj
5.990748299,0.000154822,0.0,0.0,2.77232,0.0177836,0.0,0.0,0.425394,0.107192,1.08977,0.178307,0.0,C:maj
6.037188208,0.000387464,0.101166,0.0,2.35316,0.00594638,0.0,0.0,0.491882,0.00153671,1.10468,0.175338,0.0,C:maj
6.083628117,0.000245485,0.0,0.125511,2.16891,0.121661,0.0,0.0,0.42274,0.529376,0.278889,0.0,0.0,C:maj
6.130068027,0.000636905,0.0,0.0795811,0.921208,0.0,0.0,0.145271,0.0589568,0.0,0.0164697,0.0,0.0,C:maj
6.176507936,0.000159837,0.0,0.0922574,0.904364,0.0,0.0,0.279731,0.0,0.0,0.0290674,0.0,0.000247546,C:maj
6.222947845,0.0,0.0,0.12286,2.19249,0.107891,0.0,0.264535,0.37186,0.232282,0.394589,0.0,0.131223,C:maj
6.269387755,0.000136367,0.0,0.088199,2.46335,0.149735,0.0,0.255235,0.481507,0.465466,0.070143,0.0,0.0184797,C:maj
6.315827664,0.00292703,0.0,0.0978131,2.59061,0.128724,0.0,0.174169,0.469528,0.547967,0.0,0.287232,0.0503254,C:maj
6.362267573,0.00600976,0.0,0.0554981,2.63187,0.0867404,0.0,0.0439326,0.39503,0.359265,0.0,0.609242,0.0615145,C:maj
6.408707482,0.00605463,0.0,0.0115643,2.55781,0.114068,0.0,0.00283825,0.487258,0.442155,0.0,0.581842,0.0,C:maj
6.455147392,0.00469492,0.0,0.0,2.49102,0.17643,0.0,0.0,0.346954,0.301181,0.0,0.2455,0.00195585,C:maj
6.501587301,0.00121336,0.0,0.0,2.55429,0.110914,0.0,0.0,0.326139,0.142108,0.213022,0.0348293,0.0,C:maj
6.54802721,0.0,0.0,0.0406206,2.60305,0.0848372,0.0,0.0,0.593167,0.815604,0.0649301,0.338529,0.0,C:maj
6.59446712,0.0,0.0,0.0,2.22921,0.508868,0.0,0.0,0.616507,0.929202,0.634063,0.196087,0.00556976,C:maj
6.640907029,0.00848065,0.0,0.0,1.6418,0.842578,0.0995521,0.0,0.216158,0.807491,0.787524,0.152325,0.024641,C:maj
6.687346938,0.0,0.0,0.0,1.03662,0.0239991,0.362555,0.0,0.24625,0.556013,0.975434,0.127647,0.0376714,C:maj
6.733786848,0.0,0.0,0.0,1.60316,0.0,0.521003,0.0,0.110071,0.13332,1.0668,0.0,0.0389732,C:maj
6.780226757,3.15206e-05,0.0,0.0,2.22109,0.0,0.186141,0.0,0.191553,0.0307195,1.10701,0.0,0.0294332,C:maj
6.826666666,0.000121467,0.0,0.0,2.57383,0.0335704,0.0,0.0,0.30127,0.026415,1.08721,0.0593424,0.0,C:maj
6.873106575,0.477055,0.0,0.0773535,1.7874,0.0663703,0.00616036,0.0,0.639744,0.728145,1.00798,0.39798,0.629383,C:maj
6.919546485,0.619041,0.389602,0.416547,1.07223,0.06355,0.391905,0.0,0.97482,0.86979,0.124766,0.330914,1.08397,C:maj
6.965986394,0.0421017,0.287531,0.520538,0.749293,0.0633224,0.614485,0.0,1.2133,0.791641,0.0373996,0.377052,1.20113,C:maj
7.012426303,0.000610063,0.250082,0.467177,0.810515,0.0548224,0.698088,0.34912,1.22993,0.0926504,0.359255,0.421853,0.988161,C:maj
7.058866213,0.000885578,0.0448607,0.546059,0.846287,0.0,0.636612,0.690283,0.666882,0.0391958,0.963109,0.368908,0.232879,C:maj
7.105306122,0.00301113,0.0,0.737502,1.46524,0.0,0.575319,0.648716,0.310187,0.0588357,0.975373,0.0380091,0.0117536,C:maj
7.151746031,0.00490372,0.0,0.550111,2.0407,0.0,0.52019,0.464888,0.0299517,0.0939511,1.18407,0.021275,0.0,C:maj
7.198185941,0.0583435,0.0,0.738874,1.99973,0.0,0.150507,0.0,0.0788559,0.526416,1.25574,0.0,0.0975742,C:maj
7.24462585,0.0614967,0.518896,0.479996,1.60935,0.164034,0.0,0.0,0.137817,0.147843,1.30295,0.0284192,0.118237,C:maj
7.291065759,0.00748916,0.625411,0.558977,1.68708,0.183534,0.0,0.0,0.203649,0.0565966,0.950548,0.0,0.159741,C:maj
7.337505668,0.00218616,0.612026,0.855492,1.77293,0.345254,0.0,0.0129897,0.127763,0.112354,0.876669,0.0,0.228953,C:maj
7.383945578,0.0739915,0.356088,1.1502,0.940248,0.480481,0.0,0.156157,1.9593,0.395428,0.0,0.374842,0.0832122,C:maj
7.430385487,0.497129,0.0883659,1.04976,0.0803415,0.558808,0.0,0.09442,2.50426,0.317827,0.0,0.410366,0.0139719,C:maj
7.476825396,0.388078,0.150488,0.658887,0.0,0.329787,0.0,0.380126,2.67776,0.0,0.0,0.383777,0.0164793,C:maj
7.523265306,0.0,0.0,0.696187,0.0232197,0.0145087,0.0,0.523624,2.54268,0.0,0.0,0.161253,0.0195123,C:maj
7.569705215,0.0,0.0,0.502565,0.224916,0.0,0.0,0.500039,2.48693,0.0,0.0,0.00543253,0.0195267,C:maj
7.616145124,0.0,0.0,0.32817,0.37389,0.0,0.0,0.530158,2.45716,0.0,0.0,0.0,0.014983,C:maj
7.662585034,0.0,0.0,0.29515,0.449784,0.0,0.0,0.658513,2.23557,0.0,0.0,0.0,0.00558954,C:maj
7.709024943,0.000220367,0.0,0.18895,0.546572,0.0,0.0,0.968835,1.96165,0.0,0.0,0.0,0.00103362,C:maj
7.755464852,0.153982,0.122502,0.129563,0.661466,0.0,0.895781,0.94899,0.933116,0.278709,0.0,0.0,0.201908,C:maj
7.801904761,0.395157,0.0,0.146552,0.470242,0.178962,1.25644,0.0,0.476243,0.374943,0.350999,0.0,0.130247,C:maj
7.848344671,0.00290239,0.0,0.439376,0.0759858,0.349166,1.26005,0.0,0.617593,0.0666709,0.56149,0.0,0.018626,C:maj
7.89478458,0.238885,0.0,0.045172,0.171443,0.159322,1.42854,0.0,0.666375,0.238128,0.125529,0.015173,0.326524,C:maj
7.941224489,0.0,0.0,0.0,0.579316,0.134835,1.31781,0.00171114,0.338945,0.326795,0.81967,0.386434,0.589992,C:maj
7.987664399,0.0,0.0,0.0,0.774623,0.154057,1.12235,0.10932,0.0807614,0.163529,1.05219,1.02283,0.00626086,C:maj
8.034104308,0.0,0.0,0.0,0.620032,0.0,1.18682,0.284068,0.0633577,0.0306423,0.808011,1.6311,0.0,C:maj
8.080544217,0.0,0.0,0.0108269,0.453021,0.0347393,1.29181,0.393905,0.0660969,0.024219,0.517973,1.92999,0.0,C:maj
8.126984126,0.0,0.0,0.00664075,0.39403,0.124815,1.37921,0.458003,0.0607393,0.0175032,0.225119,2.27895,0.0,C:maj
8.173424036,0.0,0.0,0.0,0.304578,0.171702,1.37257,0.494853,0.0830539,0.0,0.062005,2.51517,0.0,C:maj
8.219863945,0.0,0.0,0.0111424,0.347368,0.209949,0.993767,0.37297,0.0883978,0.0,0.057296,2.47671,0.0,C:maj
8.266303854,0.0,0.0,0.0984087,0.388382,0.0,0.550647,0.0431778,0.0994217,0.0,0.419614,2.12597,0.0,C:maj
8.312743764,0.0,0.0,0.0825161,0.318406,0.0,0.213551,0.0492921,0.101004,0.0,0.868575,1.86531,0.00331867,C:maj
8.359183673,0.00195486,0.493928,0.800319,0.229011,0.0,0.139943,0.0,0.202564,0.474349,0.70054,1.47682,0.00810024,C:maj
8.405623582,0.183855,0.249663,1.04364,0.276556,0.184947,0.653034,0.0,0.433012,1.07099,0.0,1.82828,0.00256268,C:maj
8.452063492,0.00232568,0.0,0.226816,0.504863,0.469018,0.179876,0.484397,0.380641,1.0934,0.560685,0.553791,0.567958,C:maj
8.498503401,0.00355676,0.0,0.0298634,0.550102,0.669495,0.5757,0.882541,0.334799,0.194443,0.389119,0.235483,1.10175,C:maj
8.54494331,0.147983,0.0,0.0,0.564104,0.404132,0.811108,0.916518,0.173576,0.0412532,0.298562,0.154363,0.839192,C:maj
8.591383219,0.315395,0.0,0.0,0.547058,0.21956,0.869961,0.797707,0.158073,0.0590516,0.27825,0.0726627,0.646855,C:maj
8.637823129,1.03779,0.0,0.0,0.555446,0.222384,0.929059,0.693252,0.239427,0.0609158,0.305904,0.0,0.445001,C:maj
8.684263038,1.77087,0.0,0.0,0.49065,0.326127,0.925003,0.679076,0.44924,0.0574499,0.341881,0.0,0.0,C:maj
8.730702947,1.87537,0.0,0.0,0.37871,0.0,0.133975,1.07085,0.530476,0.0574293,0.524566,0.0,0.0,A:min
8.777142857,1.89349,0.0,0.0,0.352405,0.0,0.0,0.00899923,0.155604,0.0648276,0.0,0.0,0.0,A:min
8.823582766,1.8554,0.0,0.0,0.219191,0.074313,0.0,0.0231357,0.0648286,0.0700015,0.0,0.0,0.0,A:min
8.870022675,1.76304,0.0,0.0,0.0,0.131492,0.0,0.00967769,0.182216,0.0898301,0.0,0.0,0.0,A:min
8.916462585,1.75012,0.0,0.0,0.0,0.134076,0.0,0.0,0.264243,0.108233,0.0,0.0,0.0,A:min
8.962902494,1.73447,0.0,0.0,0.0,0.15354,0.0,0.0,0.279093,0.102507,0.0,0.0,0.0,A:min
9.009342403,1.76028,0.0,0.0,0.0,0.0980358,0.0,0.0,0.277203,0.0703491,0.0,0.0,0.0,A:min
9.055782312,1.82443,0.0,0.0,0.15137,0.0414717,0.0,0.0,0.201235,0.0522589,0.0,0.0,0.0,A:min
9.102222222,1.85901,0.0,0.0,0.137134,0.058961,0.0,0.0,0.231481,0.0445969,0.0,0.0,0.0,A:min
9.148662131,1.78607,0.0,0.0,0.0,0.0756622,0.0,0.0,0.850048,0.891096,0.337097,0.0,0.0,A:min
9.19510204,1.68387,0.0,0.0,0.0,0.113402,0.0,0.238833,0.643492,0.92554,0.593895,0.0,0.0,A:min
9.24154195,1.59097,0.0,0.0,0.0425068,0.146655,0.0,0.0,0.382031,0.856497,0.855152,0.0,0.0,A:min
9.287981859,1.56834,0.0,0.0,0.144405,0.179337,0.0,0.0,0.370884,0.743543,1.05878,0.0,0.0,A:min
9.334421768,1.72437,0.0,0.0,0.325238,0.236491,0.0,0.0,0.300765,0.0912021,0.0,0.0,0.0,A:min
9.380861678,1.76686,0.0,0.0,0.316273,0.269889,0.0,0.0,0.336478,0.0918782,0.0,0.0,0.0,A:min
9.427301587,1.74036,0.0,0.0,0.167979,0.257694,0.0,0.0,0.282139,0.0375764,0.0,0.0,0.0,A:min
